id_blacklist,name,blacklist
4560,allBlack,"{""blacklist"" : [{""id"" : 4560, ""name"" : ""allBlack"", ""vpn_id"" : ""4724""}], ""blacklist_content"" : [{""id"" : 298844161, ""blacklist_id"" : 4560, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 298844162, ""blacklist_id"" : 4560, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 298844163, ""blacklist_id"" : 4560, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 298844164, ""blacklist_id"" : 4560, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 298844165, ""blacklist_id"" : 4560, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 298844166, ""blacklist_id"" : 4560, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 298844167, ""blacklist_id"" : 4560, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 298844168, ""blacklist_id"" : 4560, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 298844169, ""blacklist_id"" : 4560, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4563,allBlack,"{""blacklist"" : [{""id"" : 4563, ""name"" : ""allBlack"", ""vpn_id"" : ""3578""}], ""blacklist_content"" : [{""id"" : 299040769, ""blacklist_id"" : 4563, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299040770, ""blacklist_id"" : 4563, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299040771, ""blacklist_id"" : 4563, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299040772, ""blacklist_id"" : 4563, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299040773, ""blacklist_id"" : 4563, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299040774, ""blacklist_id"" : 4563, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299040775, ""blacklist_id"" : 4563, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299040776, ""blacklist_id"" : 4563, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299040777, ""blacklist_id"" : 4563, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4565,allBlack,"{""blacklist"" : [{""id"" : 4565, ""name"" : ""allBlack"", ""vpn_id"" : ""3648""}], ""blacklist_content"" : [{""id"" : 299171841, ""blacklist_id"" : 4565, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299171842, ""blacklist_id"" : 4565, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299171843, ""blacklist_id"" : 4565, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299171844, ""blacklist_id"" : 4565, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299171845, ""blacklist_id"" : 4565, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299171846, ""blacklist_id"" : 4565, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299171847, ""blacklist_id"" : 4565, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299171848, ""blacklist_id"" : 4565, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299171849, ""blacklist_id"" : 4565, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4574,allBlack,"{""blacklist"" : [{""id"" : 4574, ""name"" : ""allBlack"", ""vpn_id"" : ""3863""}], ""blacklist_content"" : [{""id"" : 299761665, ""blacklist_id"" : 4574, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299761666, ""blacklist_id"" : 4574, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299761667, ""blacklist_id"" : 4574, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299761668, ""blacklist_id"" : 4574, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299761669, ""blacklist_id"" : 4574, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299761670, ""blacklist_id"" : 4574, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299761671, ""blacklist_id"" : 4574, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299761672, ""blacklist_id"" : 4574, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299761673, ""blacklist_id"" : 4574, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4576,allBlack,"{""blacklist"" : [{""id"" : 4576, ""name"" : ""allBlack"", ""vpn_id"" : ""3563""}], ""blacklist_content"" : [{""id"" : 299892737, ""blacklist_id"" : 4576, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299892738, ""blacklist_id"" : 4576, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299892739, ""blacklist_id"" : 4576, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299892740, ""blacklist_id"" : 4576, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299892741, ""blacklist_id"" : 4576, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299892742, ""blacklist_id"" : 4576, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299892743, ""blacklist_id"" : 4576, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299892744, ""blacklist_id"" : 4576, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 299892745, ""blacklist_id"" : 4576, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4585,allBlack,"{""blacklist"" : [{""id"" : 4585, ""name"" : ""allBlack"", ""vpn_id"" : ""4626""}], ""blacklist_content"" : [{""id"" : 300482561, ""blacklist_id"" : 4585, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300482562, ""blacklist_id"" : 4585, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300482563, ""blacklist_id"" : 4585, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300482564, ""blacklist_id"" : 4585, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300482565, ""blacklist_id"" : 4585, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300482566, ""blacklist_id"" : 4585, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300482567, ""blacklist_id"" : 4585, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300482568, ""blacklist_id"" : 4585, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300482569, ""blacklist_id"" : 4585, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4587,allBlack,"{""blacklist"" : [{""id"" : 4587, ""name"" : ""allBlack"", ""vpn_id"" : ""3103""}], ""blacklist_content"" : [{""id"" : 300613633, ""blacklist_id"" : 4587, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300613634, ""blacklist_id"" : 4587, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300613635, ""blacklist_id"" : 4587, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300613636, ""blacklist_id"" : 4587, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300613637, ""blacklist_id"" : 4587, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300613638, ""blacklist_id"" : 4587, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300613639, ""blacklist_id"" : 4587, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300613640, ""blacklist_id"" : 4587, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 300613641, ""blacklist_id"" : 4587, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4601,allBlack,"{""blacklist"" : [{""id"" : 4601, ""name"" : ""allBlack"", ""vpn_id"" : ""3730""}], ""blacklist_content"" : [{""id"" : 301531137, ""blacklist_id"" : 4601, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301531138, ""blacklist_id"" : 4601, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301531139, ""blacklist_id"" : 4601, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301531140, ""blacklist_id"" : 4601, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301531141, ""blacklist_id"" : 4601, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301531142, ""blacklist_id"" : 4601, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301531143, ""blacklist_id"" : 4601, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301531144, ""blacklist_id"" : 4601, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301531145, ""blacklist_id"" : 4601, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4602,allBlack,"{""blacklist"" : [{""id"" : 4602, ""name"" : ""allBlack"", ""vpn_id"" : ""4791""}], ""blacklist_content"" : [{""id"" : 301596673, ""blacklist_id"" : 4602, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301596674, ""blacklist_id"" : 4602, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301596675, ""blacklist_id"" : 4602, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301596676, ""blacklist_id"" : 4602, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301596677, ""blacklist_id"" : 4602, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301596678, ""blacklist_id"" : 4602, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301596679, ""blacklist_id"" : 4602, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301596680, ""blacklist_id"" : 4602, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301596681, ""blacklist_id"" : 4602, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4603,allBlack,"{""blacklist"" : [{""id"" : 4603, ""name"" : ""allBlack"", ""vpn_id"" : ""3875""}], ""blacklist_content"" : [{""id"" : 301662209, ""blacklist_id"" : 4603, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301662210, ""blacklist_id"" : 4603, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301662211, ""blacklist_id"" : 4603, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301662212, ""blacklist_id"" : 4603, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301662213, ""blacklist_id"" : 4603, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301662214, ""blacklist_id"" : 4603, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301662215, ""blacklist_id"" : 4603, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301662216, ""blacklist_id"" : 4603, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301662217, ""blacklist_id"" : 4603, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4606,allBlack,"{""blacklist"" : [{""id"" : 4606, ""name"" : ""allBlack"", ""vpn_id"" : ""3656""}], ""blacklist_content"" : [{""id"" : 301858817, ""blacklist_id"" : 4606, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301858818, ""blacklist_id"" : 4606, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301858819, ""blacklist_id"" : 4606, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301858820, ""blacklist_id"" : 4606, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301858821, ""blacklist_id"" : 4606, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301858822, ""blacklist_id"" : 4606, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301858823, ""blacklist_id"" : 4606, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301858824, ""blacklist_id"" : 4606, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 301858825, ""blacklist_id"" : 4606, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4614,allBlack,"{""blacklist"" : [{""id"" : 4614, ""name"" : ""allBlack"", ""vpn_id"" : ""3665""}], ""blacklist_content"" : [{""id"" : 302383105, ""blacklist_id"" : 4614, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 302383106, ""blacklist_id"" : 4614, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 302383107, ""blacklist_id"" : 4614, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 302383108, ""blacklist_id"" : 4614, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 302383109, ""blacklist_id"" : 4614, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 302383110, ""blacklist_id"" : 4614, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 302383111, ""blacklist_id"" : 4614, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 302383112, ""blacklist_id"" : 4614, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 302383113, ""blacklist_id"" : 4614, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4632,allBlack,"{""blacklist"" : [{""id"" : 4632, ""name"" : ""allBlack"", ""vpn_id"" : ""3561""}], ""blacklist_content"" : [{""id"" : 303562753, ""blacklist_id"" : 4632, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303562754, ""blacklist_id"" : 4632, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303562755, ""blacklist_id"" : 4632, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303562756, ""blacklist_id"" : 4632, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303562757, ""blacklist_id"" : 4632, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303562758, ""blacklist_id"" : 4632, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303562759, ""blacklist_id"" : 4632, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303562760, ""blacklist_id"" : 4632, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303562761, ""blacklist_id"" : 4632, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4635,allBlack,"{""blacklist"" : [{""id"" : 4635, ""name"" : ""allBlack"", ""vpn_id"" : ""3314""}], ""blacklist_content"" : [{""id"" : 303759361, ""blacklist_id"" : 4635, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303759362, ""blacklist_id"" : 4635, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303759363, ""blacklist_id"" : 4635, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303759364, ""blacklist_id"" : 4635, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303759365, ""blacklist_id"" : 4635, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303759366, ""blacklist_id"" : 4635, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303759367, ""blacklist_id"" : 4635, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303759368, ""blacklist_id"" : 4635, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303759369, ""blacklist_id"" : 4635, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4638,allBlack,"{""blacklist"" : [{""id"" : 4638, ""name"" : ""allBlack"", ""vpn_id"" : ""3659""}], ""blacklist_content"" : [{""id"" : 303955969, ""blacklist_id"" : 4638, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303955970, ""blacklist_id"" : 4638, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303955971, ""blacklist_id"" : 4638, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303955972, ""blacklist_id"" : 4638, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303955973, ""blacklist_id"" : 4638, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303955974, ""blacklist_id"" : 4638, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303955975, ""blacklist_id"" : 4638, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303955976, ""blacklist_id"" : 4638, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 303955977, ""blacklist_id"" : 4638, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4647,allBlack,"{""blacklist"" : [{""id"" : 4647, ""name"" : ""allBlack"", ""vpn_id"" : ""4825""}], ""blacklist_content"" : [{""id"" : 304545793, ""blacklist_id"" : 4647, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304545794, ""blacklist_id"" : 4647, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304545795, ""blacklist_id"" : 4647, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304545796, ""blacklist_id"" : 4647, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304545797, ""blacklist_id"" : 4647, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304545798, ""blacklist_id"" : 4647, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304545799, ""blacklist_id"" : 4647, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304545800, ""blacklist_id"" : 4647, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304545801, ""blacklist_id"" : 4647, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4649,allBlack,"{""blacklist"" : [{""id"" : 4649, ""name"" : ""allBlack"", ""vpn_id"" : ""3583""}], ""blacklist_content"" : [{""id"" : 304676865, ""blacklist_id"" : 4649, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304676866, ""blacklist_id"" : 4649, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304676867, ""blacklist_id"" : 4649, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304676868, ""blacklist_id"" : 4649, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304676869, ""blacklist_id"" : 4649, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304676870, ""blacklist_id"" : 4649, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304676871, ""blacklist_id"" : 4649, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304676872, ""blacklist_id"" : 4649, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304676873, ""blacklist_id"" : 4649, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4650,allBlack,"{""blacklist"" : [{""id"" : 4650, ""name"" : ""allBlack"", ""vpn_id"" : ""4733""}], ""blacklist_content"" : [{""id"" : 304742401, ""blacklist_id"" : 4650, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304742402, ""blacklist_id"" : 4650, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304742403, ""blacklist_id"" : 4650, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304742404, ""blacklist_id"" : 4650, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304742405, ""blacklist_id"" : 4650, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304742406, ""blacklist_id"" : 4650, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304742407, ""blacklist_id"" : 4650, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304742408, ""blacklist_id"" : 4650, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 304742409, ""blacklist_id"" : 4650, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4655,allBlack,"{""blacklist"" : [{""id"" : 4655, ""name"" : ""allBlack"", ""vpn_id"" : ""4421""}], ""blacklist_content"" : [{""id"" : 305070081, ""blacklist_id"" : 4655, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305070082, ""blacklist_id"" : 4655, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305070083, ""blacklist_id"" : 4655, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305070084, ""blacklist_id"" : 4655, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305070085, ""blacklist_id"" : 4655, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305070086, ""blacklist_id"" : 4655, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305070087, ""blacklist_id"" : 4655, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305070088, ""blacklist_id"" : 4655, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305070089, ""blacklist_id"" : 4655, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4657,allBlack,"{""blacklist"" : [{""id"" : 4657, ""name"" : ""allBlack"", ""vpn_id"" : ""3993""}], ""blacklist_content"" : [{""id"" : 305201153, ""blacklist_id"" : 4657, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305201154, ""blacklist_id"" : 4657, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305201155, ""blacklist_id"" : 4657, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305201156, ""blacklist_id"" : 4657, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305201157, ""blacklist_id"" : 4657, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305201158, ""blacklist_id"" : 4657, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305201159, ""blacklist_id"" : 4657, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305201160, ""blacklist_id"" : 4657, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305201161, ""blacklist_id"" : 4657, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4661,allBlack,"{""blacklist"" : [{""id"" : 4661, ""name"" : ""allBlack"", ""vpn_id"" : ""4651""}], ""blacklist_content"" : [{""id"" : 305463297, ""blacklist_id"" : 4661, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305463298, ""blacklist_id"" : 4661, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305463299, ""blacklist_id"" : 4661, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305463300, ""blacklist_id"" : 4661, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305463301, ""blacklist_id"" : 4661, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305463302, ""blacklist_id"" : 4661, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305463303, ""blacklist_id"" : 4661, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305463304, ""blacklist_id"" : 4661, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305463305, ""blacklist_id"" : 4661, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4666,allBlack,"{""blacklist"" : [{""id"" : 4666, ""name"" : ""allBlack"", ""vpn_id"" : ""4815""}], ""blacklist_content"" : [{""id"" : 305790977, ""blacklist_id"" : 4666, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305790978, ""blacklist_id"" : 4666, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305790979, ""blacklist_id"" : 4666, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305790980, ""blacklist_id"" : 4666, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305790981, ""blacklist_id"" : 4666, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305790982, ""blacklist_id"" : 4666, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305790983, ""blacklist_id"" : 4666, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305790984, ""blacklist_id"" : 4666, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 305790985, ""blacklist_id"" : 4666, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
4675,allBlack,"{""blacklist"" : [{""id"" : 4675, ""name"" : ""allBlack"", ""vpn_id"" : ""3972""}], ""blacklist_content"" : [{""id"" : 306380801, ""blacklist_id"" : 4675, ""number"" : ""1*"", ""number_type"" : ""PUBLIC""}, {""id"" : 306380802, ""blacklist_id"" : 4675, ""number"" : ""2*"", ""number_type"" : ""PUBLIC""}, {""id"" : 306380803, ""blacklist_id"" : 4675, ""number"" : ""3*"", ""number_type"" : ""PUBLIC""}, {""id"" : 306380804, ""blacklist_id"" : 4675, ""number"" : ""4*"", ""number_type"" : ""PUBLIC""}, {""id"" : 306380805, ""blacklist_id"" : 4675, ""number"" : ""5*"", ""number_type"" : ""PUBLIC""}, {""id"" : 306380806, ""blacklist_id"" : 4675, ""number"" : ""6*"", ""number_type"" : ""PUBLIC""}, {""id"" : 306380807, ""blacklist_id"" : 4675, ""number"" : ""7*"", ""number_type"" : ""PUBLIC""}, {""id"" : 306380808, ""blacklist_id"" : 4675, ""number"" : ""8*"", ""number_type"" : ""PUBLIC""}, {""id"" : 306380809, ""blacklist_id"" : 4675, ""number"" : ""9*"", ""number_type"" : ""PUBLIC""}]}"
