id_announcement,name,announcement
350,SVAIPSD040R,"{""id"" : 350, ""name"" : ""SVAIPSD040R"", ""vpn_id"" : null, ""technical_type"" : ""STANDARD_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""09431010"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/MGIT/SVAIPSD040R.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27301,SVAIPP10003938F1,"{""id"" : 27301, ""name"" : ""SVAIPP10003938F1"", ""vpn_id"" : 10003938, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510003938"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://10.107.171.65:8080/annonces/SVAIP/10003938/SVAIPP10003938F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27304,SVAIPP10004010F3,"{""id"" : 27304, ""name"" : ""SVAIPP10004010F3"", ""vpn_id"" : 10004010, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510004010"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://10.107.171.65:8080/annonces/SVAIP/10004010/SVAIPP10004010F3.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
763,SVAIPP10004077D006P19,"{""id"" : 763, ""name"" : ""SVAIPP10004077D006P19"", ""vpn_id"" : 10004077, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110004077"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10004077/SVAIPP10004077D006P19.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
366,SVAIPSD080P,"{""id"" : 366, ""name"" : ""SVAIPSD080P"", ""vpn_id"" : null, ""technical_type"" : ""STANDARD_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""09431010"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/MGIT/SVAIPSD080P.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
365,SVAIPSD080R,"{""id"" : 365, ""name"" : ""SVAIPSD080R"", ""vpn_id"" : null, ""technical_type"" : ""STANDARD_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""09431010"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/MGIT/SVAIPSD080R.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
62,SVAIPSA005R,"{""id"" : 62, ""name"" : ""SVAIPSA005R"", ""vpn_id"" : null, ""technical_type"" : ""STANDARD_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""09431014"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/MGIT/SVAIPSA005R.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
482,SVAIPP10003860A005P2,"{""id"" : 482, ""name"" : ""SVAIPP10003860A005P2"", ""vpn_id"" : 10003860, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110003860"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003860/SVAIPP10003860A005P2.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
364,SVAIPSD070N,"{""id"" : 364, ""name"" : ""SVAIPSD070N"", ""vpn_id"" : null, ""technical_type"" : ""STANDARD_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""09431010"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/MGIT/SVAIPSD070N.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
744,SVAIPP10004077D012P4,"{""id"" : 744, ""name"" : ""SVAIPP10004077D012P4"", ""vpn_id"" : 10004077, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110004077"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10004077/SVAIPP10004077D012P4.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27542,SVAIPP10004796D006R19,"{""id"" : 27542, ""name"" : ""SVAIPP10004796D006R19"", ""vpn_id"" : 10004796, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110004796"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10004796/SVAIPP10004796D006R19.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27581,SVAIPP10005891F1,"{""id"" : 27581, ""name"" : ""SVAIPP10005891F1"", ""vpn_id"" : 10005891, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510005891"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10005891/SVAIPP10005891F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27702,SVAIPP10005466A015P1,"{""id"" : 27702, ""name"" : ""SVAIPP10005466A015P1"", ""vpn_id"" : 10005466, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110005466"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10005466/SVAIPP10005466A015P1.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27503,SVAIPP10004221A015N1,"{""id"" : 27503, ""name"" : ""SVAIPP10004221A015N1"", ""vpn_id"" : 10004221, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110004221"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10004221/SVAIPP10004221A015N1.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
32887,RBT LFO 118712,"{""id"" : 32887, ""name"" : ""RBT LFO 118712"", ""vpn_id"" : 10003728, ""technical_type"" : ""RINGBACK_TONE"", ""max_duration"" : 180000, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""09431012"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""infinite\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003728/SVAIPP10003728F71.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003728/SVAIPP10003728F72.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003728/SVAIPP10003728F73.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27461,SVAIPP10005941F1,"{""id"" : 27461, ""name"" : ""SVAIPP10005941F1"", ""vpn_id"" : 10005941, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510005941"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10005941/SVAIPP10005941F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
32904,SVAIPP10003728A299N77,"{""id"" : 32904, ""name"" : ""SVAIPP10003728A299N77"", ""vpn_id"" : 10003728, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110003728"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003728/SVAIPP10003728A299N77.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27181,SVAIPP10004861F1,"{""id"" : 27181, ""name"" : ""SVAIPP10004861F1"", ""vpn_id"" : 10004861, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510004861"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10004861/SVAIPP10004861F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27161,SVAIPP10003728A012N29,"{""id"" : 27161, ""name"" : ""SVAIPP10003728A012N29"", ""vpn_id"" : 10003728, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110003728"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003728/SVAIPP10003728A012N29.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27222,SVAIPP10003860F15,"{""id"" : 27222, ""name"" : ""SVAIPP10003860F15"", ""vpn_id"" : 10003860, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510003860"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003860/SVAIPP10003860F15.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27192,SVAIPP10003728F41,"{""id"" : 27192, ""name"" : ""SVAIPP10003728F41"", ""vpn_id"" : 10003728, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510003728"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003728/SVAIPP10003728F41.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
29003,SVAIPP10012484F1,"{""id"" : 29003, ""name"" : ""SVAIPP10012484F1"", ""vpn_id"" : 10012484, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510012484"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10012484/SVAIPP10012484F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27190,SVAIPP10003728F39,"{""id"" : 27190, ""name"" : ""SVAIPP10003728F39"", ""vpn_id"" : 10003728, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : 30000, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510003728"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003728/SVAIPP10003728F39.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27302,SVAIPP10004010F1,"{""id"" : 27302, ""name"" : ""SVAIPP10004010F1"", ""vpn_id"" : 10004010, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510004010"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://10.107.171.65:8080/annonces/SVAIP/10004010/SVAIPP10004010F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27188,SVAIPP10003728D009P37,"{""id"" : 27188, ""name"" : ""SVAIPP10003728D009P37"", ""vpn_id"" : 10003728, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110003728"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10003728/SVAIPP10003728D009P37.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27225,SVAIPP10004797D006P3,"{""id"" : 27225, ""name"" : ""SVAIPP10004797D006P3"", ""vpn_id"" : 10004797, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110004797"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10004797/SVAIPP10004797D006P3.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27242,SVAIPP10005088F1,"{""id"" : 27242, ""name"" : ""SVAIPP10005088F1"", ""vpn_id"" : 10005088, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510005088"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10005088/SVAIPP10005088F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27121,SVAIPP10004796A005P8,"{""id"" : 27121, ""name"" : ""SVAIPP10004796A005P8"", ""vpn_id"" : 10004796, ""technical_type"" : ""PERSONALIZED_MGIT"", ""max_duration"" : null, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""0943101110004796"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><playcollect maxdigits=\""1\"" barge=\""yes\"" extradigittimer=\""immediate\"" firstdigittimer=\""immediate\""><prompt><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10004796/SVAIPP10004796A005P8.wav\""/></prompt></playcollect></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27321,SVAIPP10004011F1,"{""id"" : 27321, ""name"" : ""SVAIPP10004011F1"", ""vpn_id"" : 10004011, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510004011"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10004011/SVAIPP10004011F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27401,SVAIPP10005797F3,"{""id"" : 27401, ""name"" : ""SVAIPP10005797F3"", ""vpn_id"" : 10005797, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510005797"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10005797/SVAIPP10005797F3.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27481,SVAIPP10004984F1,"{""id"" : 27481, ""name"" : ""SVAIPP10004984F1"", ""vpn_id"" : 10004984, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : null, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""0943101510004984"", ""mscml_body_content"" : ""<?xml version=\""1.0\"" encoding=\""utf-8\""?><MediaServerControl version=\""1.0\""><request><play><prompt repeat=\""2\""><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/silence.wav\""/><audio url=\""http://prod-serveur-oms-ip.vente.francetelecom.fr:8080/annonces/SVAIP/10004984/SVAIPP10004984F1.wav\""/></prompt></play></request></MediaServerControl>"", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27142,CCA_DemoMGITNeo,"{""id"" : 27142, ""name"" : ""CCA_DemoMGITNeo"", ""vpn_id"" : null, ""technical_type"" : ""STANDARD_MGIT"", ""max_duration"" : 50000, ""release_cause"" : 0, ""network_sip_code"" : 0, ""mscml_user_part"" : ""09431010"", ""mscml_body_content"" : """", ""call_flow_type"" : ""EARLY_MEDIA_AND_RELEASE"", ""header_list"" : []}"
27361,CCA_DemoReject,"{""id"" : 27361, ""name"" : ""CCA_DemoReject"", ""vpn_id"" : 3998, ""technical_type"" : ""PERSONALIZED_GREETING"", ""max_duration"" : 50000, ""release_cause"" : 21, ""network_sip_code"" : 603, ""mscml_user_part"" : ""09431010"", ""mscml_body_content"" : """", ""call_flow_type"" : ""CONNECTED_AND_RELEASE"", ""header_list"" : []}"
