id_site,rank,service_logic_leg,access_type,t1t7,rn,data
481,3,3,20,2395322,1,"{""id"" : -1, ""equipment_id"" : 161462, ""site_id"" : 481, ""rank"" : 3, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042395322"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
481,1,3,20,2405074,1,"{""id"" : -1, ""equipment_id"" : 70253, ""site_id"" : 481, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042405074"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
481,0,3,20,8946012,1,"{""id"" : -1, ""equipment_id"" : 69173, ""site_id"" : 481, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""09"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""098946012"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
482,0,3,20,2395322,1,"{""id"" : -1, ""equipment_id"" : 161462, ""site_id"" : 482, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""933333333333"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042395322"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
504,0,3,20,2325881,1,"{""id"" : -1, ""equipment_id"" : 83449, ""site_id"" : 504, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042325881"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
506,0,3,20,2325881,1,"{""id"" : -1, ""equipment_id"" : 83449, ""site_id"" : 506, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042325881"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
581,1,3,20,2385166,1,"{""id"" : -1, ""equipment_id"" : 70356, ""site_id"" : 581, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042385166"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
581,2,3,20,2390082,1,"{""id"" : -1, ""equipment_id"" : 70357, ""site_id"" : 581, ""rank"" : 2, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042390082"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
581,3,3,20,2405074,1,"{""id"" : -1, ""equipment_id"" : 70253, ""site_id"" : 581, ""rank"" : 3, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042405074"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
581,0,3,20,8940012,1,"{""id"" : -1, ""equipment_id"" : 69174, ""site_id"" : 581, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""09"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""098940012"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
587,1,3,20,2385166,1,"{""id"" : -1, ""equipment_id"" : 70356, ""site_id"" : 587, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042385166"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
587,2,3,20,2390082,1,"{""id"" : -1, ""equipment_id"" : 70357, ""site_id"" : 587, ""rank"" : 2, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042390082"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
587,3,3,20,2405074,1,"{""id"" : -1, ""equipment_id"" : 70253, ""site_id"" : 587, ""rank"" : 3, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042405074"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
587,0,3,20,8940012,1,"{""id"" : -1, ""equipment_id"" : 69174, ""site_id"" : 587, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""09"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""098940012"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
588,1,3,20,2385166,1,"{""id"" : -1, ""equipment_id"" : 70356, ""site_id"" : 588, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042385166"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
588,2,3,20,2390082,1,"{""id"" : -1, ""equipment_id"" : 70357, ""site_id"" : 588, ""rank"" : 2, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042390082"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
588,3,3,20,2405074,1,"{""id"" : -1, ""equipment_id"" : 70253, ""site_id"" : 588, ""rank"" : 3, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042405074"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
588,0,3,20,8940012,1,"{""id"" : -1, ""equipment_id"" : 69174, ""site_id"" : 588, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""09"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""098940012"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
913,1,3,20,2385166,1,"{""id"" : -1, ""equipment_id"" : 70356, ""site_id"" : 913, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042385166"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
913,2,3,20,2390082,1,"{""id"" : -1, ""equipment_id"" : 70357, ""site_id"" : 913, ""rank"" : 2, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042390082"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
913,3,3,20,2405074,1,"{""id"" : -1, ""equipment_id"" : 70253, ""site_id"" : 913, ""rank"" : 3, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042405074"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
913,0,3,20,8940012,1,"{""id"" : -1, ""equipment_id"" : 69174, ""site_id"" : 913, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""09"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""098940012"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
922,0,3,20,2325881,1,"{""id"" : -1, ""equipment_id"" : 83449, ""site_id"" : 922, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042325881"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
963,1,3,20,2385166,1,"{""id"" : -1, ""equipment_id"" : 70356, ""site_id"" : 963, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042385166"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
963,,,20,2385470,1,"{""id"" : -1, ""equipment_id"" : 131861, ""site_id"" : 963, ""rank"" : null, ""load"" : 0, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042385470"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
963,2,3,20,2390082,1,"{""id"" : -1, ""equipment_id"" : 70357, ""site_id"" : 963, ""rank"" : 2, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042390082"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
963,0,3,20,8940012,1,"{""id"" : -1, ""equipment_id"" : 69174, ""site_id"" : 963, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""09"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""098940012"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
981,0,3,20,2385417,1,"{""id"" : -1, ""equipment_id"" : 121462, ""site_id"" : 981, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993634"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042385417"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1082,0,3,20,3274893,1,"{""id"" : -1, ""equipment_id"" : 62983, ""site_id"" : 1082, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""893"", ""called_prefix"" : """", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""3274893"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1090,1,3,20,2385166,1,"{""id"" : -1, ""equipment_id"" : 70356, ""site_id"" : 1090, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042385166"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1090,4,3,20,2385470,1,"{""id"" : -1, ""equipment_id"" : 131861, ""site_id"" : 1090, ""rank"" : 4, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042385470"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1090,2,3,20,2390082,1,"{""id"" : -1, ""equipment_id"" : 70357, ""site_id"" : 1090, ""rank"" : 2, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042390082"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1090,3,3,20,2405074,1,"{""id"" : -1, ""equipment_id"" : 70253, ""site_id"" : 1090, ""rank"" : 3, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042405074"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1090,0,3,20,8940012,1,"{""id"" : -1, ""equipment_id"" : 69174, ""site_id"" : 1090, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994898"", ""called_prefix"" : ""09"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""098940012"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1111,0,3,20,3274893,1,"{""id"" : -1, ""equipment_id"" : 62983, ""site_id"" : 1111, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""893"", ""called_prefix"" : """", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""3274893"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1142,0,3,20,2250833,1,"{""id"" : -1, ""equipment_id"" : 53973, ""site_id"" : 1142, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250833"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1142,1,3,20,2250834,1,"{""id"" : -1, ""equipment_id"" : 53974, ""site_id"" : 1142, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250834"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1181,0,3,20,3274893,1,"{""id"" : -1, ""equipment_id"" : 62983, ""site_id"" : 1181, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""893"", ""called_prefix"" : """", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""3274893"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1213,0,3,20,2316412,1,"{""id"" : -1, ""equipment_id"" : 57658, ""site_id"" : 1213, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042316412"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1234,1,3,20,2315136,1,"{""id"" : -1, ""equipment_id"" : 46894, ""site_id"" : 1234, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042315136"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1234,0,3,20,2316412,1,"{""id"" : -1, ""equipment_id"" : 57658, ""site_id"" : 1234, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042316412"", ""calling_format"" : ""FORMATTED"", ""called_cli_policy"" : ""SIPDA""}"
1235,0,3,20,2315369,1,"{""id"" : -1, ""equipment_id"" : 83442, ""site_id"" : 1235, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042315369"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1236,0,3,20,2316412,1,"{""id"" : -1, ""equipment_id"" : 57658, ""site_id"" : 1236, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042316412"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1241,0,3,20,3274893,1,"{""id"" : -1, ""equipment_id"" : 62983, ""site_id"" : 1241, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""893"", ""called_prefix"" : """", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""3274893"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1249,0,3,20,2325881,1,"{""id"" : -1, ""equipment_id"" : 83449, ""site_id"" : 1249, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042325881"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1261,0,3,20,3274893,1,"{""id"" : -1, ""equipment_id"" : 62983, ""site_id"" : 1261, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""893"", ""called_prefix"" : """", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""3274893"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1301,0,3,20,5109996,1,"{""id"" : -1, ""equipment_id"" : 105, ""site_id"" : 1301, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""095109996"", ""called_prefix"" : ""09"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""095109996"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1319,0,3,20,2250833,1,"{""id"" : -1, ""equipment_id"" : 53973, ""site_id"" : 1319, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250833"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1319,1,3,20,2250834,1,"{""id"" : -1, ""equipment_id"" : 53974, ""site_id"" : 1319, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250834"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1328,0,3,20,2250833,1,"{""id"" : -1, ""equipment_id"" : 53973, ""site_id"" : 1328, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250833"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1328,1,3,20,2250834,1,"{""id"" : -1, ""equipment_id"" : 53974, ""site_id"" : 1328, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250834"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1337,1,3,20,2250833,1,"{""id"" : -1, ""equipment_id"" : 53973, ""site_id"" : 1337, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250833"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1337,0,3,20,2250834,1,"{""id"" : -1, ""equipment_id"" : 53974, ""site_id"" : 1337, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250834"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1341,0,3,20,2360196,1,"{""id"" : -1, ""equipment_id"" : 49661, ""site_id"" : 1341, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098997026"", ""called_prefix"" : ""24"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""242360196"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1341,0,3,20,2360199,1,"{""id"" : -1, ""equipment_id"" : 49662, ""site_id"" : 1341, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098997026"", ""called_prefix"" : ""24"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""242360199"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1381,0,3,20,2400009,1,"{""id"" : -1, ""equipment_id"" : 54890, ""site_id"" : 1381, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098997045"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042400009"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1401,0,3,20,2214574,1,"{""id"" : -1, ""equipment_id"" : 641, ""site_id"" : 1401, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042214574"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1421,0,3,20,2403855,1,"{""id"" : -1, ""equipment_id"" : 74205, ""site_id"" : 1421, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098997268"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042403855"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1441,0,3,20,2363878,1,"{""id"" : -1, ""equipment_id"" : 14982, ""site_id"" : 1441, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098997066"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : ""+33+PrivFulld"", ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042363878"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1461,0,3,20,2373850,1,"{""id"" : -1, ""equipment_id"" : 67233, ""site_id"" : 1461, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098997154"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042373850"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1462,0,3,20,2214405,1,"{""id"" : -1, ""equipment_id"" : 671, ""site_id"" : 1462, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042214405"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1481,0,3,20,2240005,1,"{""id"" : -1, ""equipment_id"" : 141921, ""site_id"" : 1481, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042240005"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1482,1,3,20,2250833,1,"{""id"" : -1, ""equipment_id"" : 53973, ""site_id"" : 1482, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250833"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1482,0,3,20,2250834,1,"{""id"" : -1, ""equipment_id"" : 53974, ""site_id"" : 1482, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250834"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
1502,2,3,20,2385518,1,"{""id"" : -1, ""equipment_id"" : 137483, ""site_id"" : 1502, ""rank"" : 2, ""load"" : 1, ""cdr_info"" : ""9874111111"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042385518"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
