id_site,rank,service_logic_leg,access_type,t1t7,rn,data
3014,1,3,20,2250834,1,"{""id"" : -1, ""equipment_id"" : 53974, ""site_id"" : 3014, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250834"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3018,0,3,20,2250833,1,"{""id"" : -1, ""equipment_id"" : 53973, ""site_id"" : 3018, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250833"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3018,1,3,20,2250834,1,"{""id"" : -1, ""equipment_id"" : 53974, ""site_id"" : 3018, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250834"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3019,0,3,20,2250833,1,"{""id"" : -1, ""equipment_id"" : 53973, ""site_id"" : 3019, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250833"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3019,1,3,20,2250834,1,"{""id"" : -1, ""equipment_id"" : 53974, ""site_id"" : 3019, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250834"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3021,0,3,20,2315222,1,"{""id"" : -1, ""equipment_id"" : 48398, ""site_id"" : 3021, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042315222"", ""calling_format"" : ""FORMATTED"", ""called_cli_policy"" : ""SIPDA""}"
3022,0,3,20,2385693,1,"{""id"" : -1, ""equipment_id"" : 149725, ""site_id"" : 3022, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994934"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385693"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3032,0,3,20,2250833,1,"{""id"" : -1, ""equipment_id"" : 53973, ""site_id"" : 3032, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250833"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3032,1,3,20,2250834,1,"{""id"" : -1, ""equipment_id"" : 53974, ""site_id"" : 3032, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250834"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3041,0,3,20,8950027,1,"{""id"" : -1, ""equipment_id"" : 64406, ""site_id"" : 3041, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994907"", ""called_prefix"" : ""09"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""098950027"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3101,1,3,20,2305463,1,"{""id"" : -1, ""equipment_id"" : 119987, ""site_id"" : 3101, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042305463"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3101,0,3,20,2305723,1,"{""id"" : -1, ""equipment_id"" : 34024, ""site_id"" : 3101, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042305723"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3112,1,3,20,2250833,1,"{""id"" : -1, ""equipment_id"" : 53973, ""site_id"" : 3112, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250833"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3112,0,3,20,2250834,1,"{""id"" : -1, ""equipment_id"" : 53974, ""site_id"" : 3112, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250834"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3113,1,3,20,2250833,1,"{""id"" : -1, ""equipment_id"" : 53973, ""site_id"" : 3113, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250833"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3113,0,3,20,2250834,1,"{""id"" : -1, ""equipment_id"" : 53974, ""site_id"" : 3113, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250834"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3120,0,3,20,2250833,1,"{""id"" : -1, ""equipment_id"" : 53973, ""site_id"" : 3120, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250833"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3120,1,3,20,2250834,1,"{""id"" : -1, ""equipment_id"" : 53974, ""site_id"" : 3120, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250834"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3141,0,3,20,2385693,1,"{""id"" : -1, ""equipment_id"" : 149725, ""site_id"" : 3141, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994934"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385693"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3156,0,3,20,2310567,1,"{""id"" : -1, ""equipment_id"" : 52646, ""site_id"" : 3156, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042310567"", ""calling_format"" : ""FORMATTED"", ""called_cli_policy"" : ""SIPDA""}"
3161,0,3,20,5105080,1,"{""id"" : -1, ""equipment_id"" : 72248, ""site_id"" : 3161, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""09"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""095105080"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3201,0,3,20,2385693,1,"{""id"" : -1, ""equipment_id"" : 149725, ""site_id"" : 3201, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994934"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385693"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3221,0,3,20,8860240,1,"{""id"" : -1, ""equipment_id"" : 1157, ""site_id"" : 3221, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098997352"", ""called_prefix"" : ""09"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""098860240"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3241,0,3,20,2245688,1,"{""id"" : -1, ""equipment_id"" : 50360, ""site_id"" : 3241, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042245688"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3261,0,3,20,2385693,1,"{""id"" : -1, ""equipment_id"" : 149725, ""site_id"" : 3261, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994934"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385693"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3269,0,3,20,2310567,1,"{""id"" : -1, ""equipment_id"" : 52646, ""site_id"" : 3269, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042310567"", ""calling_format"" : ""FORMATTED"", ""called_cli_policy"" : ""SIPDA""}"
3270,0,3,20,2315222,1,"{""id"" : -1, ""equipment_id"" : 48398, ""site_id"" : 3270, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042315222"", ""calling_format"" : ""FORMATTED"", ""called_cli_policy"" : ""SIPDA""}"
3281,0,3,20,2385693,1,"{""id"" : -1, ""equipment_id"" : 149725, ""site_id"" : 3281, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994934"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385693"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3284,0,3,20,2306070,1,"{""id"" : -1, ""equipment_id"" : 89881, ""site_id"" : 3284, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042306070"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3301,0,3,20,2360361,1,"{""id"" : -1, ""equipment_id"" : 53765, ""site_id"" : 3301, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098997087"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042360361"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3301,1,3,20,2370117,1,"{""id"" : -1, ""equipment_id"" : 53766, ""site_id"" : 3301, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098997087"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042370117"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3314,0,3,20,2306070,1,"{""id"" : -1, ""equipment_id"" : 89881, ""site_id"" : 3314, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042306070"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3317,0,3,20,2250833,1,"{""id"" : -1, ""equipment_id"" : 53973, ""site_id"" : 3317, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250833"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3317,1,3,20,2250834,1,"{""id"" : -1, ""equipment_id"" : 53974, ""site_id"" : 3317, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250834"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3321,0,3,20,2350068,1,"{""id"" : -1, ""equipment_id"" : 164662, ""site_id"" : 3321, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042350068"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3321,1,3,20,2350069,1,"{""id"" : -1, ""equipment_id"" : 164661, ""site_id"" : 3321, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042350069"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3324,0,3,20,2218117,1,"{""id"" : -1, ""equipment_id"" : 57047, ""site_id"" : 3324, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042218117"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3335,0,3,20,2325881,1,"{""id"" : -1, ""equipment_id"" : 83449, ""site_id"" : 3335, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042325881"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3341,0,3,20,2363878,1,"{""id"" : -1, ""equipment_id"" : 14982, ""site_id"" : 3341, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098997066"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : ""+390+PrivFulld"", ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042363878"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3347,0,3,20,2320048,1,"{""id"" : -1, ""equipment_id"" : 83447, ""site_id"" : 3347, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042320048"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3349,0,3,20,2306070,1,"{""id"" : -1, ""equipment_id"" : 89881, ""site_id"" : 3349, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042306070"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3350,0,3,20,2306070,1,"{""id"" : -1, ""equipment_id"" : 89881, ""site_id"" : 3350, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042306070"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3361,1,3,20,2385353,1,"{""id"" : -1, ""equipment_id"" : 111581, ""site_id"" : 3361, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098994867"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : ""PubFulld"", ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385353"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3361,0,3,20,2385653,1,"{""id"" : -1, ""equipment_id"" : 146284, ""site_id"" : 3361, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994867"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : ""PubFulld"", ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385653"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3374,0,3,20,2390150,1,"{""id"" : -1, ""equipment_id"" : 47646, ""site_id"" : 3374, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993650"", ""called_prefix"" : ""08"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""082390150"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3381,0,3,20,2363801,1,"{""id"" : -1, ""equipment_id"" : 177424, ""site_id"" : 3381, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994977"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042363801"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3381,0,3,20,2373800,1,"{""id"" : -1, ""equipment_id"" : 177663, ""site_id"" : 3381, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098994977"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042373800"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3389,0,3,20,2315369,1,"{""id"" : -1, ""equipment_id"" : 83442, ""site_id"" : 3389, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042315369"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3401,0,3,20,2385985,1,"{""id"" : -1, ""equipment_id"" : 607, ""site_id"" : 3401, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098997445"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385985"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3401,1,3,20,2385986,1,"{""id"" : -1, ""equipment_id"" : 608, ""site_id"" : 3401, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098997445"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385986"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3402,0,3,20,2385956,1,"{""id"" : -1, ""equipment_id"" : 68491, ""site_id"" : 3402, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993670"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385956"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3402,0,3,20,2385957,1,"{""id"" : -1, ""equipment_id"" : 68493, ""site_id"" : 3402, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993670"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385957"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3418,0,3,20,2214430,1,"{""id"" : -1, ""equipment_id"" : 62008, ""site_id"" : 3418, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042214430"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3418,1,3,20,2310042,1,"{""id"" : -1, ""equipment_id"" : 117286, ""site_id"" : 3418, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042310042"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3421,0,3,20,2306070,1,"{""id"" : -1, ""equipment_id"" : 89881, ""site_id"" : 3421, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042306070"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3424,0,3,20,2306070,1,"{""id"" : -1, ""equipment_id"" : 89881, ""site_id"" : 3424, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042306070"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3441,0,3,20,2385956,1,"{""id"" : -1, ""equipment_id"" : 68491, ""site_id"" : 3441, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993670"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385956"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3441,0,3,20,2385957,1,"{""id"" : -1, ""equipment_id"" : 68493, ""site_id"" : 3441, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993670"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385957"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3462,0,3,20,2385956,1,"{""id"" : -1, ""equipment_id"" : 68491, ""site_id"" : 3462, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993670"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385956"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3462,0,3,20,2385957,1,"{""id"" : -1, ""equipment_id"" : 68493, ""site_id"" : 3462, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993670"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042385957"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3476,0,3,20,2250833,1,"{""id"" : -1, ""equipment_id"" : 53973, ""site_id"" : 3476, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250833"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3476,1,3,20,2250834,1,"{""id"" : -1, ""equipment_id"" : 53974, ""site_id"" : 3476, ""rank"" : 1, ""load"" : 1, ""cdr_info"" : ""098993991"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""042250834"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
3482,0,3,20,2315222,1,"{""id"" : -1, ""equipment_id"" : 48398, ""site_id"" : 3482, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098993999"", ""called_prefix"" : ""04"", ""called_number_in_public_format"" : false, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : false, ""full_prefix"" : ""042315222"", ""calling_format"" : ""FORMATTED"", ""called_cli_policy"" : ""SIPDA""}"
3485,0,3,20,8946006,1,"{""id"" : -1, ""equipment_id"" : 1986, ""site_id"" : 3485, ""rank"" : 0, ""load"" : 1, ""cdr_info"" : ""098997468"", ""called_prefix"" : ""09"", ""called_number_in_public_format"" : true, ""flexible_called"" : null, ""flexible_calling"" : null, ""calling_number_in_public_format"" : true, ""full_prefix"" : ""098946006"", ""calling_format"" : ""E164"", ""called_cli_policy"" : ""SIPDA""}"
