vpn_code,id_equip,data
3113,84242,"{""id"" : 84242, ""name"" : ""2390059_Pittsburgh_2"", ""t1t7"" : ""2390059"", ""vpn_id"" : ""3113"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : 200, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_USA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
3955,69701,"{""id"" : 69701, ""name"" : ""2325169"", ""t1t7"" : ""2325169"", ""vpn_id"" : ""3955"", ""id_default_site"" : 24211, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
7056,68336,"{""id"" : 68336, ""name"" : ""Cisco_Dallas_2370275"", ""t1t7"" : ""2370275"", ""vpn_id"" : ""7056"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : 1500, ""scl_id"" : null, ""number_pre_analysis_name"" : ""GENERIC_CLI_PROCESSING"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10012979,65498,"{""id"" : 65498, ""name"" : ""2315776"", ""t1t7"" : ""2315776"", ""vpn_id"" : ""10012979"", ""id_default_site"" : 391945, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
7278,66389,"{""id"" : 66389, ""name"" : ""OPC_<EMEA>_8980058"", ""t1t7"" : ""8980058"", ""vpn_id"" : ""7278"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : 25, ""scl_id"" : null, ""number_pre_analysis_name"" : ""GENERIC_CLI_PROCESSING"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10005223,50638,"{""id"" : 50638, ""name"" : ""2294002"", ""t1t7"" : ""2294002"", ""vpn_id"" : ""10005223"", ""id_default_site"" : 35247, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
3929,47850,"{""id"" : 47850, ""name"" : ""2321898"", ""t1t7"" : ""2321898"", ""vpn_id"" : ""3929"", ""id_default_site"" : 290803, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10004814,66060,"{""id"" : 66060, ""name"" : ""2245555"", ""t1t7"" : ""2245555"", ""vpn_id"" : ""10004814"", ""id_default_site"" : 36608, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10005454,58275,"{""id"" : 58275, ""name"" : ""2250135"", ""t1t7"" : ""2250135"", ""vpn_id"" : ""10005454"", ""id_default_site"" : 348861, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""GENERIC_CLI_PROCESSING"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10003807,70261,"{""id"" : 70261, ""name"" : ""2215012"", ""t1t7"" : ""2215012"", ""vpn_id"" : ""10003807"", ""id_default_site"" : 424939, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10005582,73794,"{""id"" : 73794, ""name"" : ""2218101"", ""t1t7"" : ""2218101"", ""vpn_id"" : ""10005582"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
7117,56806,"{""id"" : 56806, ""name"" : ""PXTT082"", ""t1t7"" : ""2400082"", ""vpn_id"" : ""7117"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : 116, ""scl_id"" : null, ""number_pre_analysis_name"" : ""GENERIC_CLI_PROCESSING"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10014860,59053,"{""id"" : 59053, ""name"" : ""2316512"", ""t1t7"" : ""2316512"", ""vpn_id"" : ""10014860"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10003577,146141,"{""id"" : 146141, ""name"" : ""2240317"", ""t1t7"" : ""2240317"", ""vpn_id"" : ""10003577"", ""id_default_site"" : 225853, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10004419,48026,"{""id"" : 48026, ""name"" : ""2351022"", ""t1t7"" : ""2351022"", ""vpn_id"" : ""10004419"", ""id_default_site"" : 311239, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10007163,70249,"{""id"" : 70249, ""name"" : ""2218767"", ""t1t7"" : ""2218767"", ""vpn_id"" : ""10007163"", ""id_default_site"" : 424871, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
7352,11021,"{""id"" : 11021, ""name"" : ""wbx_EUR_0025808421"", ""t1t7"" : ""8860368"", ""vpn_id"" : ""7352"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : 250, ""scl_id"" : null, ""number_pre_analysis_name"" : ""GENERIC_CLI_PROCESSING"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10002046,129601,"{""id"" : 129601, ""name"" : ""2326266"", ""t1t7"" : ""2326266"", ""vpn_id"" : ""10002046"", ""id_default_site"" : 204653, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10003746,69379,"{""id"" : 69379, ""name"" : ""2350689"", ""t1t7"" : ""2350689"", ""vpn_id"" : ""10003746"", ""id_default_site"" : 419384, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10000450,45185,"{""id"" : 45185, ""name"" : ""2300502"", ""t1t7"" : ""2300502"", ""vpn_id"" : ""10000450"", ""id_default_site"" : 49547, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10000213,118563,"{""id"" : 118563, ""name"" : ""2305129"", ""t1t7"" : ""2305129"", ""vpn_id"" : ""10000213"", ""id_default_site"" : 193056, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
3248,13261,"{""id"" : 13261, ""name"" : ""2350310"", ""t1t7"" : ""2350310"", ""vpn_id"" : ""3248"", ""id_default_site"" : 251677, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_NPV_Orange"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10007669,54133,"{""id"" : 54133, ""name"" : ""2250908"", ""t1t7"" : ""2250908"", ""vpn_id"" : ""10007669"", ""id_default_site"" : 331982, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10004480,72913,"{""id"" : 72913, ""name"" : ""2265194"", ""t1t7"" : ""2265194"", ""vpn_id"" : ""10004480"", ""id_default_site"" : 442359, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10007656,57212,"{""id"" : 57212, ""name"" : ""2250870"", ""t1t7"" : ""2250870"", ""vpn_id"" : ""10007656"", ""id_default_site"" : 345809, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10002335,68314,"{""id"" : 68314, ""name"" : ""2351266"", ""t1t7"" : ""2351266"", ""vpn_id"" : ""10002335"", ""id_default_site"" : 412178, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10000116,42028,"{""id"" : 42028, ""name"" : ""2300436"", ""t1t7"" : ""2300436"", ""vpn_id"" : ""10000116"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10015335,60257,"{""id"" : 60257, ""name"" : ""2292010"", ""t1t7"" : ""2292010"", ""vpn_id"" : ""10015335"", ""id_default_site"" : 352167, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
5259,94181,"{""id"" : 94181, ""name"" : ""2340326"", ""t1t7"" : ""2340326"", ""vpn_id"" : ""5259"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
7352,15281,"{""id"" : 15281, ""name"" : ""wbx_EUR_0026016029"", ""t1t7"" : ""8860426"", ""vpn_id"" : ""7352"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : 250, ""scl_id"" : null, ""number_pre_analysis_name"" : ""GENERIC_CLI_PROCESSING"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
7352,73620,"{""id"" : 73620, ""name"" : ""wbx_EUR_0025824601"", ""t1t7"" : ""8860152"", ""vpn_id"" : ""7352"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : 250, ""scl_id"" : null, ""number_pre_analysis_name"" : ""GENERIC_CLI_PROCESSING"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10008128,54905,"{""id"" : 54905, ""name"" : ""2250934"", ""t1t7"" : ""2250934"", ""vpn_id"" : ""10008128"", ""id_default_site"" : 335197, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10001092,50389,"{""id"" : 50389, ""name"" : ""2320275"", ""t1t7"" : ""2320275"", ""vpn_id"" : ""10001092"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
3357,48464,"{""id"" : 48464, ""name"" : ""2315216"", ""t1t7"" : ""2315216"", ""vpn_id"" : ""3357"", ""id_default_site"" : 11142, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10000869,124866,"{""id"" : 124866, ""name"" : ""2311065"", ""t1t7"" : ""2311065"", ""vpn_id"" : ""10000869"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10000793,45196,"{""id"" : 45196, ""name"" : ""2300561"", ""t1t7"" : ""2300561"", ""vpn_id"" : ""10000793"", ""id_default_site"" : 45336, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
5779,69081,"{""id"" : 69081, ""name"" : ""2325136"", ""t1t7"" : ""2325136"", ""vpn_id"" : ""5779"", ""id_default_site"" : 39000, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
4934,149725,"{""id"" : 149725, ""name"" : ""IURO0001_Trk"", ""t1t7"" : ""2385693"", ""vpn_id"" : ""4934"", ""id_default_site"" : 230716, ""csp_customer_identifier"" : null, ""global_call_limiter"" : 1100, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10013939,61401,"{""id"" : 61401, ""name"" : ""2223175"", ""t1t7"" : ""2223175"", ""vpn_id"" : ""10013939"", ""id_default_site"" : 362020, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10000805,100921,"{""id"" : 100921, ""name"" : ""2310909"", ""t1t7"" : ""2310909"", ""vpn_id"" : ""10000805"", ""id_default_site"" : 123433, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10002046,163203,"{""id"" : 163203, ""name"" : ""2327760"", ""t1t7"" : ""2327760"", ""vpn_id"" : ""10002046"", ""id_default_site"" : 248886, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10003032,141662,"{""id"" : 141662, ""name"" : ""2222033"", ""t1t7"" : ""2222033"", ""vpn_id"" : ""10003032"", ""id_default_site"" : 219854, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10002674,60219,"{""id"" : 60219, ""name"" : ""2214301"", ""t1t7"" : ""2214301"", ""vpn_id"" : ""10002674"", ""id_default_site"" : 421317, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10000078,69264,"{""id"" : 69264, ""name"" : ""2300579"", ""t1t7"" : ""2300579"", ""vpn_id"" : ""10000078"", ""id_default_site"" : 71894, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
3250,178464,"{""id"" : 178464, ""name"" : ""PDAL657 probe"", ""t1t7"" : ""2370041"", ""vpn_id"" : ""3250"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_USA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
5562,3349,"{""id"" : 3349, ""name"" : ""2310647"", ""t1t7"" : ""2310647"", ""vpn_id"" : ""5562"", ""id_default_site"" : 31613, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10005107,50675,"{""id"" : 50675, ""name"" : ""2245937"", ""t1t7"" : ""2245937"", ""vpn_id"" : ""10005107"", ""id_default_site"" : 35794, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
7352,73090,"{""id"" : 73090, ""name"" : ""wbx_EUR_0025852782"", ""t1t7"" : ""8860078"", ""vpn_id"" : ""7352"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : 250, ""scl_id"" : null, ""number_pre_analysis_name"" : ""GENERIC_CLI_PROCESSING"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
5518,66803,"{""id"" : 66803, ""name"" : ""2250511"", ""t1t7"" : ""2250511"", ""vpn_id"" : ""5518"", ""id_default_site"" : 402585, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10003599,55795,"{""id"" : 55795, ""name"" : ""2214049"", ""t1t7"" : ""2214049"", ""vpn_id"" : ""10003599"", ""id_default_site"" : 338882, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10003404,146161,"{""id"" : 146161, ""name"" : ""2235309"", ""t1t7"" : ""2235309"", ""vpn_id"" : ""10003404"", ""id_default_site"" : 225898, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10005094,52383,"{""id"" : 52383, ""name"" : ""2351030"", ""t1t7"" : ""2351030"", ""vpn_id"" : ""10005094"", ""id_default_site"" : 322974, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10003418,64285,"{""id"" : 64285, ""name"" : ""2223571"", ""t1t7"" : ""2223571"", ""vpn_id"" : ""10003418"", ""id_default_site"" : 381384, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10013943,73882,"{""id"" : 73882, ""name"" : ""2223392"", ""t1t7"" : ""2223392"", ""vpn_id"" : ""10013943"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10002046,9014,"{""id"" : 9014, ""name"" : ""2326011"", ""t1t7"" : ""2326011"", ""vpn_id"" : ""10002046"", ""id_default_site"" : 25337, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
4290,63965,"{""id"" : 63965, ""name"" : ""2310352"", ""t1t7"" : ""2310352"", ""vpn_id"" : ""4290"", ""id_default_site"" : 16348, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10002792,118741,"{""id"" : 118741, ""name"" : ""2220103"", ""t1t7"" : ""2220103"", ""vpn_id"" : ""10002792"", ""id_default_site"" : 193538, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
7027,65735,"{""id"" : 65735, ""name"" : ""EUMA Genesys GMF SIP"", ""t1t7"" : ""8950035"", ""vpn_id"" : ""7027"", ""id_default_site"" : -1, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""GENERIC_CLI_PROCESSING"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10002233,87821,"{""id"" : 87821, ""name"" : ""2215005"", ""t1t7"" : ""2215005"", ""vpn_id"" : ""10002233"", ""id_default_site"" : 201144, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
10002046,158249,"{""id"" : 158249, ""name"" : ""2327099"", ""t1t7"" : ""2327099"", ""vpn_id"" : ""10002046"", ""id_default_site"" : 242127, ""csp_customer_identifier"" : null, ""global_call_limiter"" : null, ""scl_id"" : null, ""number_pre_analysis_name"" : ""CLI_FRA_Default"", ""trusted_cli_policy"" : false, ""calling_cli_match_all_sites"" : false, ""equipment_type"" : ""SIPDA"", ""calling_site_cli_algo"" : ""DIV_FROM""}"
